3SNNA,3SNNR,3SNYA,3SNYR,3SYNA,3SYNR,3SYYA,3SYYR,3DNNA,3DNNR,3DNYA,3DNYR,3DYNA,3DYNR,3DYYA,3DYYR,4SNNA,4SNNR,4SNYA,4SNYR,4SYNA,4SYNR,4SYYA,4SYYR,4DNNA,4DNNR,4DNYA,4DNYR,4DYNA,4DYNR,4DYYA,4DYYR
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3332441,?,?,3311213,?,3124111,?,3332441
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3332442,?,?,3311214,?,3124112,?,3332442
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3332443,?,?,3311221,?,3124113,?,3332443
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3332444,?,?,3311222,?,3124114,?,3332444
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333111,?,?,3311223,?,3124121,?,3333111
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333112,?,?,3311231,?,3124122,?,3333112
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333113,?,?,3311232,?,3124123,?,3333113
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333114,?,?,3311233,?,3124124,?,3333114
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333121,?,?,3311234,?,3124131,?,3333121
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333122,?,?,3311241,?,3124132,?,3333122
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333123,?,?,3311243,?,3124133,?,3333123
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333131,?,?,3311311,?,3124134,?,3333131
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333132,?,?,3311312,?,3124141,?,3333132
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333133,?,?,3311313,?,3124142,?,3333133
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333134,?,?,3311314,?,3124143,?,3333134
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333141,?,?,3311321,?,3124144,?,3333141
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333143,?,?,3311322,?,3124211,?,3333143
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333144,?,?,3311323,?,3124212,?,3333144
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333211,?,?,3311324,?,3124213,?,3333211
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333212,?,?,3311331,?,3124214,?,3333212
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333213,?,?,3311332,?,3124221,?,3333213
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333221,?,?,3311333,?,3124222,?,3333221
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333222,?,?,3311334,?,3124223,?,3333222
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333223,?,?,3311341,?,3124224,?,3333223
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333224,?,?,3311342,?,3124231,?,3333224
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333231,?,?,3311343,?,3124232,?,3333231
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333232,?,?,3311344,?,3124233,?,3333232
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333233,?,?,3311411,?,3124234,?,3333233
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333234,?,?,3311412,?,3124241,?,3333234
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333242,?,?,3311413,?,3124242,?,3333242
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333243,?,?,3311414,?,3124243,?,3333243
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333244,?,?,3311421,?,3124244,?,3333244
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333311,?,?,3311423,?,3124311,?,3333311
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333312,?,?,3311431,?,3124312,?,3333312
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333313,?,?,3311432,?,3124313,?,3333313
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333314,?,?,3311433,?,3124314,?,3333314
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333321,?,?,3311434,?,3124321,?,3333321
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333322,?,?,3311441,?,3124322,?,3333322
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333323,?,?,3311443,?,3124323,?,3333323
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333324,?,?,3311444,?,3124324,?,3333324
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333331,?,?,3312111,?,3124331,?,3333331
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333332,?,?,3312112,?,3124332,?,3333332
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333334,?,?,3312113,?,3124333,?,3333334
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333341,?,?,3312114,?,3124334,?,3333341
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333342,?,?,3312121,?,3124341,?,3333342
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333343,?,?,3312122,?,3124342,?,3333343
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333344,?,?,3312123,?,3124343,?,3333344
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333411,?,?,3312131,?,3124344,?,3333411
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333413,?,?,3312132,?,3124411,?,3333413
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333414,?,?,3312133,?,3124412,?,3333414
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333422,?,?,3312134,?,3124413,?,3333422
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333423,?,?,3312141,?,3124414,?,3333423
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333424,?,?,3312143,?,3124421,?,3333424
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333431,?,?,3312211,?,3124422,?,3333431
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333432,?,?,3312212,?,3124423,?,3333432
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333433,?,?,3312213,?,3124424,?,3333433
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333434,?,?,3312221,?,3124431,?,3333434
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333441,?,?,3312222,?,3124432,?,3333441
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333442,?,?,3312223,?,3124433,?,3333442
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333443,?,?,3312224,?,3124434,?,3333443
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3333444,?,?,3312231,?,3124441,?,3333444
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334111,?,?,3312232,?,3124442,?,3334111
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334112,?,?,3312233,?,3124443,?,3334112
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334113,?,?,3312234,?,3124444,?,3334113
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334114,?,?,3312242,?,3131111,?,3334114
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334121,?,?,3312243,?,3131112,?,3334121
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334122,?,?,3312311,?,3131113,?,3334122
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334124,?,?,3312312,?,3131114,?,3334124
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334131,?,?,3312313,?,3131121,?,3334131
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334133,?,?,3312314,?,3131122,?,3334133
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334134,?,?,3312321,?,3131123,?,3334134
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334141,?,?,3312322,?,3131124,?,3334141
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334142,?,?,3312323,?,3131131,?,3334142
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334143,?,?,3312324,?,3131132,?,3334143
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334144,?,?,3312331,?,3131133,?,3334144
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334211,?,?,3312332,?,3131134,?,3334211
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334212,?,?,3312333,?,3131141,?,3334212
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334214,?,?,3312334,?,3131142,?,3334214
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334221,?,?,3312341,?,3131143,?,3334221
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334222,?,?,3312342,?,3131144,?,3334222
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334223,?,?,3312343,?,3131211,?,3334223
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334224,?,?,3312344,?,3131212,?,3334224
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334232,?,?,3312411,?,3131213,?,3334232
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334233,?,?,3312413,?,3131214,?,3334233
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334234,?,?,3312422,?,3131221,?,3334234
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334241,?,?,3312423,?,3131222,?,3334241
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334242,?,?,3312431,?,3131223,?,3334242
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334243,?,?,3312432,?,3131224,?,3334243
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334244,?,?,3312433,?,3131231,?,3334244
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334311,?,?,3312434,?,3131232,?,3334311
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334313,?,?,3312443,?,3131233,?,3334313
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334314,?,?,3312444,?,3131234,?,3334314
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334322,?,?,3313111,?,3131241,?,3334322
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334323,?,?,3313112,?,3131242,?,3334323
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334324,?,?,3313113,?,3131243,?,3334324
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334331,?,?,3313114,?,3131244,?,3334331
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334332,?,?,3313121,?,3131311,?,3334332
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334333,?,?,3313122,?,3131312,?,3334333
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334334,?,?,3313123,?,3131313,?,3334334
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334341,?,?,3313124,?,3131314,?,3334341
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334342,?,?,3313131,?,3131321,?,3334342
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334343,?,?,3313132,?,3131322,?,3334343
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334344,?,?,3313133,?,3131323,?,3334344
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334411,?,?,3313134,?,3131324,?,3334411
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334412,?,?,3313141,?,3131331,?,3334412
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334413,?,?,3313142,?,3131332,?,3334413
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334414,?,?,3313143,?,3131333,?,3334414
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334421,?,?,3313144,?,3131334,?,3334421
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334422,?,?,3313211,?,3131341,?,3334422
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334423,?,?,3313212,?,3131342,?,3334423
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334424,?,?,3313213,?,3131343,?,3334424
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334431,?,?,3313214,?,3131344,?,3334431
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334432,?,?,3313221,?,3131411,?,3334432
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334433,?,?,3313222,?,3131412,?,3334433
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334434,?,?,3313223,?,3131413,?,3334434
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334441,?,?,3313224,?,3131414,?,3334441
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334442,?,?,3313231,?,3131421,?,3334442
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334443,?,?,3313232,?,3131422,?,3334443
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3334444,?,?,3313233,?,3131423,?,3334444
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341111,?,?,3313234,?,3131424,?,3341111
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341112,?,?,3313241,?,3131431,?,3341112
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341113,?,?,3313242,?,3131432,?,3341113
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341114,?,?,3313243,?,3131433,?,3341114
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341121,?,?,3313244,?,3131434,?,3341121
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341123,?,?,3313311,?,3131441,?,3341123
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341131,?,?,3313312,?,3131442,?,3341131
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341132,?,?,3313313,?,3131443,?,3341132
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341133,?,?,3313314,?,3131444,?,3341133
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341134,?,?,3313321,?,3132111,?,3341134
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341141,?,?,3313322,?,3132112,?,3341141
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341143,?,?,3313323,?,3132113,?,3341143
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341144,?,?,3313324,?,3132114,?,3341144
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341211,?,?,3313331,?,3132121,?,3341211
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341213,?,?,3313332,?,3132122,?,3341213
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341222,?,?,3313333,?,3132123,?,3341222
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341223,?,?,3313334,?,3132124,?,3341223
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341231,?,?,3313341,?,3132131,?,3341231
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341232,?,?,3313342,?,3132132,?,3341232
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341234,?,?,3313343,?,3132133,?,3341234
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341243,?,?,3313344,?,3132134,?,3341243
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341244,?,?,3313411,?,3132141,?,3341244
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341311,?,?,3313412,?,3132142,?,3341311
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341312,?,?,3313413,?,3132143,?,3341312
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341313,?,?,3313414,?,3132144,?,3341313
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341314,?,?,3313421,?,3132211,?,3341314
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341321,?,?,3313422,?,3132212,?,3341321
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341322,?,?,3313423,?,3132213,?,3341322
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341324,?,?,3313424,?,3132214,?,3341324
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341331,?,?,3313431,?,3132221,?,3341331
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341333,?,?,3313432,?,3132222,?,3341333
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341334,?,?,3313433,?,3132223,?,3341334
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341341,?,?,3313434,?,3132224,?,3341341
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341342,?,?,3313441,?,3132231,?,3341342
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341343,?,?,3313442,?,3132232,?,3341343
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341344,?,?,3313443,?,3132233,?,3341344
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341411,?,?,3313444,?,3132234,?,3341411
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341413,?,?,3314111,?,3132241,?,3341413
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341414,?,?,3314112,?,3132242,?,3341414
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341423,?,?,3314113,?,3132243,?,3341423
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341424,?,?,3314114,?,3132244,?,3341424
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341431,?,?,3314121,?,3132311,?,3341431
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341432,?,?,3314123,?,3132312,?,3341432
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341433,?,?,3314131,?,3132313,?,3341433
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341434,?,?,3314132,?,3132314,?,3341434
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341441,?,?,3314133,?,3132321,?,3341441
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341442,?,?,3314134,?,3132322,?,3341442
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341443,?,?,3314141,?,3132323,?,3341443
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3341444,?,?,3314143,?,3132324,?,3341444
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342111,?,?,3314144,?,3132331,?,3342111
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342113,?,?,3314211,?,3132332,?,3342113
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342122,?,?,3314213,?,3132333,?,3342122
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342123,?,?,3314222,?,3132334,?,3342123
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342131,?,?,3314223,?,3132341,?,3342131
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342132,?,?,3314231,?,3132342,?,3342132
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342134,?,?,3314232,?,3132343,?,3342134
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342143,?,?,3314233,?,3132344,?,3342143
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342144,?,?,3314234,?,3132411,?,3342144
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342212,?,?,3314243,?,3132412,?,3342212
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342213,?,?,3314244,?,3132413,?,3342213
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342221,?,?,3314311,?,3132414,?,3342221
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342222,?,?,3314312,?,3132421,?,3342222
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342223,?,?,3314313,?,3132422,?,3342223
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342224,?,?,3314314,?,3132423,?,3342224
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342231,?,?,3314321,?,3132424,?,3342231
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342232,?,?,3314322,?,3132431,?,3342232
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342233,?,?,3314323,?,3132432,?,3342233
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342234,?,?,3314324,?,3132433,?,3342234
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342242,?,?,3314331,?,3132434,?,3342242
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342243,?,?,3314332,?,3132441,?,3342243
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342244,?,?,3314333,?,3132442,?,3342244
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342311,?,?,3314334,?,3132443,?,3342311
